title,title_sentiment_score,text_sentiment_score,date,rating
" More emotional the the second time
",0.2247,0.9667,2020-12-12 00:00:00,9
" Blown away
",0.0,0.2598,2020-12-09 00:00:00,8
" Typically mind-bending and visually breathtaking
",0.4588,0.7655,2020-12-09 00:00:00,9
" Perfect
",0.5719,0.2263,2020-12-09 00:00:00,10
" Dramatic start ruined by silly change-the-past theory
",-0.4588,0.7302,2020-12-08 00:00:00,7
" Unnecasarily Long, Yet At Times Brilliant And Visually Beautiful
",0.8271,0.963,2020-12-08 00:00:00,7
" WTH, how a movie could be like this
",-0.3885,0.0,2020-12-08 00:00:00,10
" Beauty of interstellar
",0.5859,0.5859,2020-12-08 00:00:00,10
" The best sci-fi movie I've ever seen.
",0.6369,0.9114,2020-12-07 00:00:00,10
" Interstellar
",0.0,0.997,2020-12-07 00:00:00,10
" An extraordinary experience
",0.0,0.9801,2020-12-07 00:00:00,10
" Best Sci-fi movie
",0.6369,0.6369,2020-12-04 00:00:00,10
" An incredible movie by Nolan
",0.0,0.9967,2020-12-04 00:00:00,9
" Yes it is indeed the best movie ever
",0.7845,0.9666,2020-12-03 00:00:00,10
" Great movie!
",0.6588,0.8478,2020-12-01 00:00:00,8
" A masterpiece
",0.6249,0.9671,2020-11-30 00:00:00,10
" The pinnacle of cinematography
",0.0,0.9986,2020-11-30 00:00:00,10
" INCREDIBLE! What a movie
",0.0,0.8176,2020-11-30 00:00:00,10
" A True Masterpiece of Sci-fi Genre.
",0.7845,0.9746,2020-11-28 00:00:00,10
" Best movie I have ever seen
",0.6369,0.9169,2020-11-27 00:00:00,10
" The best
",0.6369,0.9217,2020-11-27 00:00:00,10
" Incredible
",0.0,0.9118,2020-11-27 00:00:00,10
" This deserves 10 stars
",0.0,0.485,2020-11-27 00:00:00,10
" One to remember
",0.0,-0.6437,2020-11-26 00:00:00,10
" On Edge Treat
",0.4019,-0.5096,2020-11-26 00:00:00,8
" The best movie ever made
",0.6369,0.7089,2020-11-26 00:00:00,10
" Thoroughly Confused
",-0.3804,-0.8675,2020-11-25 00:00:00,5
" Best movie I have ever seen
",0.6369,0.624,2020-11-25 00:00:00,9
" Best movie ever made
",0.6369,0.836,2020-11-24 00:00:00,10
" After 6 years...
",0.0,0.6688,2020-11-23 00:00:00,10
" Great
",0.6249,0.5699,2020-11-21 00:00:00,9
" ABOUT THIS MOVIE
",0.0,0.0,2020-11-20 00:00:00,10
" Don't know how it's rated this high
",0.0,-0.3804,2020-11-17 00:00:00,1
" matthew!!
",0.0,0.9776,2020-11-16 00:00:00,9
" Fascinating and captivating film ..... must see once every year
",0.5423,0.7495,2020-11-16 00:00:00,10
" Fascinating Film
",0.5423,-0.4926,2020-11-15 00:00:00,10
" Film score as emotional story telling glue
",0.1531,0.75,2020-11-15 00:00:00,10
" Left me speechless
",0.0,0.9652,2020-11-14 00:00:00,10
" By far the worst movie I have ever seen
",-0.6249,-0.7269,2020-11-14 00:00:00,1
" First of all I love this film
",0.6369,0.9741,2020-11-14 00:00:00,10
" Masterpiece!!
",0.6892,0.4891,2020-11-14 00:00:00,10
" Best CN
",0.6369,0.9457,2020-11-13 00:00:00,10
" The only movie that brings me to tears everytime
",-0.2263,0.9639,2020-11-12 00:00:00,10
" After 6 years I went back... and this movie still blew my mind
",0.0,0.9867,2020-11-11 00:00:00,10
" a masterpiece
",0.6249,0.9456,2020-11-11 00:00:00,10
" Perfectly crafted, life-improving cinema.
",0.6369,0.7992,2020-11-09 00:00:00,10
" Perfectly visualised
",0.6369,0.3612,2020-11-09 00:00:00,10
" Sci fi good but not mind blowing
",0.2382,0.9843,2020-11-09 00:00:00,8
" Simply amazing movie
",0.5859,0.9225,2020-11-08 00:00:00,10
" Best Sci-Fi film ever
",0.6369,0.9285,2020-11-08 00:00:00,10
" Best movie in Cinema History
",0.6369,0.7351,2020-11-08 00:00:00,10
" Enjoyable and well made, but not physics.
",0.3612,0.9136,2020-11-06 00:00:00,7
" One of the best films ever made
",0.6369,0.8298,2020-11-06 00:00:00,10
" Mind blowing! Bain stretching phenomenon!!
",0.0,0.0,2020-11-06 00:00:00,10
" This is my favourite movie of all times
",0.0,0.5994,2020-11-05 00:00:00,10
" Just NO
",-0.4466,-0.8697,2020-11-05 00:00:00,2
" Simply WOW
",0.6739,0.9794,2020-11-05 00:00:00,8
" The best ever
",0.6369,0.8807,2020-11-05 00:00:00,10
" Masterpiece
",0.6249,0.5402,2020-11-05 00:00:00,10
" Great,Emotional and Epic
",0.0,0.9022,2020-11-05 00:00:00,9
" Insane
",-0.4019,0.0,2020-11-04 00:00:00,10
" Best Sci-fi Movie.
",0.6369,0.8957,2020-11-04 00:00:00,10
" This Movie is going to stay for a long time
",0.0,0.9771,2020-11-04 00:00:00,10
" Best
",0.6369,0.9544,2020-11-04 00:00:00,10
" Awe Inspiring
",0.4215,0.7414,2020-11-04 00:00:00,10
" one of the best movies ever made
",0.6369,0.9622,2020-11-03 00:00:00,10
" Drama and SciFi
",0.0,0.6674,2020-11-03 00:00:00,10
" An incredible film weighed down in part by some heavy exposition
",0.0,0.5702,2020-11-02 00:00:00,8
" I'm silenced by the beauty
",0.5859,0.909,2020-11-02 00:00:00,10
" Fantastically great movie
",0.6249,0.4139,2020-11-01 00:00:00,10
" Wonderful
",0.5719,0.6908,2020-10-31 00:00:00,9
" Still my number 1
",0.0772,0.8064,2020-10-31 00:00:00,10
" Defiantly in my top 10 movies of all time
",0.2023,0.9517,2020-10-31 00:00:00,10
" Thought-provoking, heart-wrenching, and thematically powerful, 'Interstellar' is Christopher Nolan's finest achievement: an epic sci-fi masterpiece.
",0.7845,0.9964,2020-10-31 00:00:00,10
" Very deep and touching
",0.0,0.9488,2020-10-30 00:00:00,9
" One of the most amazing films I have ever seen
",0.624,0.944,2020-10-29 00:00:00,8
" Dimensions of the INTERSTELLAR
",0.0,0.9939,2020-10-28 00:00:00,9
" A true master piece
",0.4215,0.7469,2020-10-28 00:00:00,10
" good
",0.4404,0.8109,2020-10-27 00:00:00,10
" A movie not recommended for normal people
",-0.1511,0.8794,2020-10-26 00:00:00,9
" Amazing and smart
",0.7579,0.7974,2020-10-25 00:00:00,10
" Great
",0.6249,0.0,2020-10-24 00:00:00,10
" On repeat
",0.0,0.4939,2020-10-23 00:00:00,10
" You will like it if you understand
",0.3612,0.0243,2020-10-22 00:00:00,10
" A skillful piece of filmmaking
",0.0,0.9867,2020-10-22 00:00:00,9
" A masterpiece
",0.6249,0.9099,2020-10-20 00:00:00,10
" I love this film. I get why some don't.
",0.6369,0.9965,2020-10-20 00:00:00,9
" Brilliantly executed but nowhere near as clever as it thinks it is.
",-0.1828,0.9667,2020-10-19 00:00:00,7
" My favorite movie of all time
",0.4588,0.9923,2020-10-19 00:00:00,10
" Nolan magic
",0.0,0.9186,2020-10-19 00:00:00,9
" Wormhole!
",0.0,-0.4927,2020-10-19 00:00:00,7
" Wormhole!
",0.0,-0.4927,2020-10-19 00:00:00,7
" Over-rated for my tastes
",0.0,-0.2711,2020-10-18 00:00:00,3
" One of the best Movies
",0.6369,0.6369,2020-10-18 00:00:00,10
" The masterpeice in Sci-fi category
",0.0,0.7717,2020-10-18 00:00:00,10
" No words to show the greatness of this movie
",-0.296,0.5256,2020-10-17 00:00:00,10
" After Watching this, I applied for MS quantum Physics
",0.0,0.9478,2020-10-17 00:00:00,10
" Nothing can match a father and daughter's special bond
",0.4019,0.9306,2020-10-17 00:00:00,10
" realistic science fiction
",0.0,0.3708,2020-10-16 00:00:00,7
" Could be worse, but argh, disappointing (again)
",-0.7469,-0.8202,2020-10-16 00:00:00,6
" Masterpiece
",0.6249,0.9545,2020-10-16 00:00:00,10
" Review
",0.0,-0.6628,2020-10-14 00:00:00,8
" Mind blowing
",0.0,0.6249,2020-10-11 00:00:00,10
" Amazing movie
",0.5859,0.765,2020-10-09 00:00:00,9
" Gotta be the best movie ever made
",0.6369,0.7184,2020-10-08 00:00:00,10
" Best Nolan Movie!
",0.6696,0.5859,2020-10-07 00:00:00,10
" Boring and slow
",-0.3182,0.3802,2020-10-05 00:00:00,5
" Awesome a films
",0.6249,-0.2732,2020-10-05 00:00:00,10
" Seriously Good
",0.296,0.623,2020-10-05 00:00:00,8
" Interstellar in IMAX is an experience
",0.0,0.9761,2020-10-04 00:00:00,10
" A Great Premise Poorly Executed
",0.6249,-0.9201,2020-10-04 00:00:00,7
" Flagbearer
",0.0,0.0003,2020-10-03 00:00:00,10
" The best of all times
",0.6369,0.91,2020-09-30 00:00:00,10
" The best movie of the 2010s decade
",0.6369,0.9754,2020-09-29 00:00:00,10
" That warm light shining at the end of the tunnel ...
",0.2263,-0.7982,2020-09-28 00:00:00,9
" Top 10!
",0.2714,0.6808,2020-09-28 00:00:00,10
" Masterpiece!
",0.6588,0.6369,2020-09-25 00:00:00,10
" Wow
",0.5859,0.9259,2020-09-25 00:00:00,10
" Interstellar's a Scientific Masterpiece!!
",0.6892,0.9931,2020-09-24 00:00:00,10
" Unprecedented!
",0.0,0.9996,2020-09-23 00:00:00,10
" A
",0.0,0.5106,2020-09-22 00:00:00,8
" Yawn.... but
",0.0,0.9509,2020-09-22 00:00:00,8
" Arguably the best movie of all time
",0.4939,0.9886,2020-09-21 00:00:00,10
" Amazing soundtrack and visuals
",0.5859,0.9118,2020-09-21 00:00:00,10
" Snart moveis
",0.0,0.8777,2020-09-21 00:00:00,10
" 1000/10. It's the 1 movie against all other movies. Who gave this movie less than 8 r the idiots who not any knowledge about happening. They r the dumbest asshols
",-0.5106,0.8707,2020-09-20 00:00:00,10
" Best Movie
",0.6369,0.8122,2020-09-20 00:00:00,8
" Christopher Nolan sure loves time.
",0.7184,0.968,2020-09-20 00:00:00,10
" A good science-fiction film.
",0.4404,0.9523,2020-09-18 00:00:00,7
" BEST MOVIE OF ALL TIME!
",0.6696,0.7717,2020-09-18 00:00:00,10
" Good movie
",0.4404,0.8573,2020-09-18 00:00:00,7
" A miracle!
",0.6239,0.9186,2020-09-17 00:00:00,9
" My favorite movie of all time.
",0.4588,0.9931,2020-09-17 00:00:00,10
" A big dissapointment!
",0.0,-0.1007,2020-09-17 00:00:00,1
" Matthew McConaughey Grows Up...Again!
",0.0,0.9803,2020-09-17 00:00:00,9
" Such a waste of time
",-0.4215,0.7566,2020-09-16 00:00:00,1
" Interstellar: An Amazing show of Sci-Fi
",0.5859,0.9974,2020-09-16 00:00:00,8
" Nolan's best
",0.6369,0.995,2020-09-15 00:00:00,8
" Masterpiece 👍🏽
",0.6249,0.8705,2020-09-14 00:00:00,10
" Unexpected masterpiece!
",0.6588,0.9412,2020-09-13 00:00:00,10
" The best movie I have ever seen
",0.6369,0.8555,2020-09-13 00:00:00,8
" Best movie ever
",0.6369,0.9413,2020-09-12 00:00:00,10
" The best movie I have ever seen
",0.6369,0.6369,2020-09-12 00:00:00,10
" A one time movie that will not happen again
",0.0,0.9607,2020-09-11 00:00:00,10
" Wish there were more like it
",0.6697,0.9571,2020-09-11 00:00:00,10
" Just amazing sci-fi experience
",0.5859,0.9217,2020-09-11 00:00:00,9
" Reach for the stars
",0.0258,0.9476,2020-09-10 00:00:00,10
" One word genius
",0.0,0.2023,2020-09-10 00:00:00,10
" Christopher Nolan's Magnum Opus
",0.0,0.9965,2020-09-09 00:00:00,10
" More than a film.
",0.0,0.0,2020-09-09 00:00:00,10
" Mind blowing
",0.0,0.9376,2020-09-09 00:00:00,10
" Unpopular opinion: not that great a film
",-0.5096,0.2617,2020-09-08 00:00:00,7
" FLAWLESS!! Nolans at his best!!
",0.886,0.8696,2020-09-08 00:00:00,10
" Amazing movies
",0.5859,0.9078,2020-09-07 00:00:00,9
" Interstellar. (2014)
",0.0,0.4939,2020-09-07 00:00:00,10
" An absolute science fiction masterpiece.
",0.6249,0.919,2020-09-07 00:00:00,10
" One of my favorite movies about space
",0.4588,0.6124,2020-09-06 00:00:00,10
" Disappointed
",-0.4767,-0.4387,2020-09-06 00:00:00,5
" MUH TE SEM
",0.0,0.0,2020-09-04 00:00:00,10
" My fav movie
",0.4588,0.0,2020-09-04 00:00:00,10
" Greatest Science Film Ever Created.
",0.7351,0.8893,2020-09-03 00:00:00,10
" Masterpiece
",0.6249,0.9751,2020-09-03 00:00:00,10
" Best movie ever
",0.6369,0.7177,2020-09-02 00:00:00,10
" A film that I can watch many times
",0.0,0.8126,2020-09-02 00:00:00,10
" ""Mankind was born on Earth. It was never meant to die here.""
",0.4847,0.9257,2020-09-01 00:00:00,9
" US-Propaganda but audiovisually good movie
",0.5927,-0.7311,2020-09-01 00:00:00,7
" Not only mind-blowing, but mind-bending!
",0.0,0.7245,2020-08-31 00:00:00,10
" MASTERPIECE!!!!!!👌
",0.0,0.8415,2020-08-30 00:00:00,10
" Booooooring
",0.0,0.0,2020-08-29 00:00:00,3
" Sci-fi
",0.0,0.9985,2020-08-29 00:00:00,9
" Visually dashing and well performed
",0.2732,0.765,2020-08-29 00:00:00,10
" Nolan is great director.
",0.6249,0.9274,2020-08-29 00:00:00,8
" The best of all Time
",0.6369,0.0,2020-08-28 00:00:00,10
