title,title_sentiment_score,text_sentiment_score,date,rating
" A must watch
",0.0,0.8979,2020-02-11 00:00:00,8
" The best film I have seen dealing with the liberty of conscience.
",0.8225,0.9943,2020-02-09 00:00:00,10
" Masterpiece.
",0.6249,0.7845,2020-01-30 00:00:00,10
" Incredible true story
",0.4215,0.765,2020-01-26 00:00:00,8
" THIS IS SOOOO GOOOOOOOOD
",0.0,0.9679,2020-01-26 00:00:00,10
" Jingoistic garbage for the undiscerning
",0.0,-0.2342,2020-01-26 00:00:00,1
" Mel Gibson is back for now
",0.0,0.0,2020-01-23 00:00:00,7
" My only disappointment was that I didn't see it in theaters.
",-0.5106,0.185,2020-01-19 00:00:00,10
" Hacksaw Ridge
",0.0,0.1655,2020-01-08 00:00:00,9
" The movie of a unknown hero
",0.5574,0.4215,2020-01-08 00:00:00,10
" It was entertaining enough
",0.4404,0.5552,2020-01-05 00:00:00,7
" I hate war. I hate war. I hate war
",-0.9744,0.5794,2020-01-05 00:00:00,10
" Mad Mel does it again
",-0.4939,0.9628,2019-12-30 00:00:00,9
" Got to be my favorite Heart in a war story!
",-0.2942,0.8594,2019-12-23 00:00:00,9
" Great War Film
",0.0516,0.9413,2019-12-20 00:00:00,8
" One of the best movies I have seen
",0.6369,0.4215,2019-12-20 00:00:00,10
" The best film ever !
",0.6696,0.9758,2019-12-20 00:00:00,10
" A good story of real values
",0.6808,0.5267,2019-12-18 00:00:00,9
" superior quality movie with raw death yet with humanity
",-0.1027,0.9872,2019-12-07 00:00:00,9
" Must watch
",0.0,-0.104,2019-12-04 00:00:00,9
" Tribute to a real-life WW2 ""conscientious collaborator""
",0.0,-0.998,2019-12-01 00:00:00,6
" Whenever a war movie purports to be serious yet finds a way to show off some buff naked guy, it's a clear hint that you're not watching a sincere film, you're watching garbage
",-0.5938,0.9787,2019-12-01 00:00:00,1
" I originally thought that this was not going to be a good movie.
",0.4404,0.9757,2019-11-27 00:00:00,9
" Hollywood dramatics detract from real story
",0.0,0.9424,2019-11-26 00:00:00,4
" Extraordinary! Perhaps, my favorite movie.
",0.5093,0.9463,2019-11-26 00:00:00,10
" Absolute Drivel
",0.0,-0.9225,2019-11-23 00:00:00,2
" Worthwile but racist
",-0.7579,-0.9314,2019-11-22 00:00:00,7
" Amazing story, decent movie, horrible acting by AG.
",0.0772,-0.6808,2019-11-11 00:00:00,6
" Hacksaw Ridge - The Notebook meets Tropic Thunder (feat. racist undertones)
",-0.6124,-0.9978,2019-11-11 00:00:00,4
" Phenomenal
",0.0,0.7529,2019-11-11 00:00:00,9
" Bloody Awful
",-0.7096,0.0139,2019-11-08 00:00:00,2
" A FILM AND WHAT DO YOU GET BUY WATCHING A FILM!
",0.0,0.9638,2019-11-02 00:00:00,10
" Stirring War Film
",-0.5994,0.9812,2019-10-28 00:00:00,9
" ruined 10 mins in
",-0.4767,-0.2596,2019-10-24 00:00:00,1
" War Movie Review
",-0.5994,0.8173,2019-10-22 00:00:00,9
" Worst war movie I've ever seen
",-0.8402,-0.9791,2019-10-21 00:00:00,1
" This year's version of 'American Sniper', which was that year's version of 'Hurt Locker'
",-0.5267,0.9654,2019-10-07 00:00:00,7
" It's a tedious war film which lots of yelling
",-0.5994,-0.0191,2019-09-17 00:00:00,3
" Loved itt!
",0.636,0.7097,2019-09-16 00:00:00,10
" Fantastic movie.
",0.5574,0.9691,2019-09-02 00:00:00,9
" Liberal unbelievable nonsense
",-0.2263,0.3547,2019-08-25 00:00:00,1
" I would have given a 9 star rating if it wasn't for the...
",0.0,0.1779,2019-08-25 00:00:00,6
" One of the very best war movies
",0.081,0.8467,2019-08-22 00:00:00,10
" Gibson's Return
",0.0,0.7047,2019-08-12 00:00:00,8
" Faith and loves goes a long way
",0.7579,-0.5627,2019-08-12 00:00:00,10
" Amazing.
",0.5859,0.9029,2019-08-11 00:00:00,10
" Typical war movie but this time the hero doesnt use a gun
",0.7188,-0.9837,2019-08-08 00:00:00,6
" Movie Review Profits
",0.4404,0.9228,2019-08-06 00:00:00,7
" rate it as a best ww2 movie except a few downside
",0.4939,0.8318,2019-08-05 00:00:00,10
" A true story of bravery!
",0.7424,-0.9543,2019-08-01 00:00:00,9
" Let's talk Hacksaw Ridge
",0.0,0.6782,2019-07-28 00:00:00,10
" Three acts
",0.0,0.9089,2019-07-26 00:00:00,5
" my notes
",0.0,0.8126,2019-07-23 00:00:00,6
" Wonderful story and movie
",0.5719,0.9403,2019-07-18 00:00:00,10
" My favorite movie ever!!
",0.555,0.9693,2019-07-17 00:00:00,10
" A big disappointmemnt
",0.0,0.8047,2019-07-12 00:00:00,1
" Never leave a brother behind
",0.0382,0.9769,2019-07-04 00:00:00,8
" Wildly improbable
",0.0,-0.5966,2019-07-01 00:00:00,2
" A brave film with brutal realism.
",-0.1779,0.9853,2019-06-27 00:00:00,8
" Disappointing
",-0.4939,0.6137,2019-06-10 00:00:00,1
" One of the few movies that made me cry.
",-0.4767,0.8622,2019-06-09 00:00:00,9
" Short review
",0.0,0.983,2019-06-09 00:00:00,8
" Powerfull movie!
",0.0,0.8696,2019-06-07 00:00:00,9
" ""In peace sons bury their father and in war father bury their sons""
",-0.1027,0.9698,2019-06-05 00:00:00,9
" Doss
",0.0,0.1406,2019-06-04 00:00:00,8
" Bitter face of war.
",-0.7717,0.6239,2019-06-01 00:00:00,10
" Most of these men don't believe the same way you do, but they believe so much in how much you believe.
",0.0,-0.9546,2019-05-26 00:00:00,9
" Glad to be part of this film.
",0.4588,0.8885,2019-05-23 00:00:00,10
" the best war movie i have yet to see
",0.0772,0.5859,2019-05-22 00:00:00,10
" Afak city, oued El karma, Algeria
",0.0,0.9382,2019-05-19 00:00:00,8
" A True Masterpiece..
",0.4215,0.9517,2019-04-28 00:00:00,10
" Great production with a questionable decision for the leading actor
",0.4404,0.8866,2019-04-24 00:00:00,8
" Masterpiece
",0.6249,0.9951,2019-04-22 00:00:00,10
" This movie saved a life
",0.4215,0.9555,2019-04-22 00:00:00,9
" Hero without a gun.
",0.6844,0.9612,2019-04-15 00:00:00,9
" Absolutely Brilliant
",0.624,0.9538,2019-04-06 00:00:00,10
" Not Your Usual War Movie!
",0.5327,0.9615,2019-03-23 00:00:00,8
" Excellent War Film
",-0.0516,0.7391,2019-03-13 00:00:00,8
" Very Interesting And Suspensful
",0.4576,0.9926,2019-03-13 00:00:00,10
" Brilliant Christian Story of Courage
",0.7906,0.891,2019-03-12 00:00:00,10
" Brilliant Christian Story
",0.5859,0.81,2019-03-11 00:00:00,10
" A brutal look at the true cost of being a conscientious objector during war.
",-0.7351,-0.9416,2019-03-08 00:00:00,7
" Gibson gets the job done in his first English language film since BRAVEHEART
",0.0,0.9792,2019-03-08 00:00:00,7
" I recommend watching the movie ..
",0.3612,0.967,2019-02-27 00:00:00,10
" a mid-term stimulus wave of battlefield deduction
",-0.3818,-0.1508,2019-02-18 00:00:00,8
" Perfect Teacher
",0.5719,0.9493,2019-02-14 00:00:00,10
" We need more heroes like this
",0.7485,0.4493,2019-02-09 00:00:00,10
" there are real war in this film
",-0.5994,-0.9206,2019-02-07 00:00:00,10
" I wanted to like this cheesy movie far more than I did.
",0.3612,-0.1309,2019-01-29 00:00:00,5
" Wonderful movie
",0.5719,0.3565,2019-01-26 00:00:00,10
" Great idea, disappointing execution
",0.2263,0.7665,2019-01-25 00:00:00,5
" Amazing movie
",0.5859,-0.3769,2019-01-21 00:00:00,10
" Movie making you encourage
",0.5106,0.8729,2019-01-20 00:00:00,8
" Too artificial
",0.0,0.9898,2019-01-18 00:00:00,6
" Wow!
",0.6239,0.6588,2019-01-17 00:00:00,10
" Highly recommended
",0.2716,0.5956,2019-01-17 00:00:00,10
" LOVE
",0.6369,0.0,2019-01-06 00:00:00,10
" A movie which will truly inspire you to do what you want to do
",0.7845,-0.4689,2019-01-06 00:00:00,10
" Action packed!
",0.0,0.8977,2018-12-30 00:00:00,10
" completely exhilarating
",0.4576,0.8638,2018-12-29 00:00:00,10
" Hypocritical film
",-0.4588,-0.6124,2018-12-28 00:00:00,3
" An emotional and brutally beautiful film
",0.128,0.9197,2018-12-27 00:00:00,8
" Great!
",0.6588,0.636,2018-12-22 00:00:00,10
" Damn this is great
",0.34,0.6653,2018-11-29 00:00:00,7
" Mixed bag
",0.0,-0.4559,2018-11-28 00:00:00,6
" Stand out performance
",0.0,0.9601,2018-11-27 00:00:00,8
" A Unique Point of View at War
",-0.5994,0.8443,2018-11-24 00:00:00,9
" Gory but heartfelt
",0.6956,0.9364,2018-11-18 00:00:00,10
" Absolute blown away by this movie
",0.0,0.8166,2018-11-17 00:00:00,10
" Bloody, Powerful, and Uplifting
",-0.0258,0.2197,2018-11-15 00:00:00,9
" Please Lord, Help me get one more, help me get one more.
",0.7902,-0.8328,2018-11-12 00:00:00,9
" Terrific story but very poor movie
",-0.5483,0.6249,2018-11-09 00:00:00,2
" Amazing
",0.5859,0.8516,2018-11-06 00:00:00,10
" War are not just about the killing
",-0.8519,-0.5743,2018-11-05 00:00:00,9
" Motivating
",0.4939,-0.6258,2018-10-30 00:00:00,9
" One of the bests from Mel Gibson and Andrew Garfield
",0.0,0.836,2018-10-20 00:00:00,8
" One of my favorite movies
",0.4588,-0.9455,2018-10-15 00:00:00,10
" Super movie
",0.5994,0.5859,2018-09-24 00:00:00,9
" Well worth watching even if I was watching behind a pillow!
",0.5093,0.979,2018-09-20 00:00:00,10
" Nice one!
",0.4753,0.2481,2018-09-16 00:00:00,9
" Great story
",0.6249,0.9495,2018-09-15 00:00:00,9
" Inspiring story
",0.4215,0.664,2018-09-12 00:00:00,9
" Wow!
",0.6239,0.7163,2018-09-11 00:00:00,10
" Incredible
",0.0,0.8402,2018-09-09 00:00:00,7
" Emotional rollercoaster
",0.1531,0.949,2018-09-07 00:00:00,10
" The truth is, in other words, Art!
",0.3802,0.872,2018-09-04 00:00:00,9
" Truly a work at its best
",0.7964,0.9872,2018-09-04 00:00:00,9
" This is what you want??
",0.168,0.9446,2018-09-03 00:00:00,10
" Although it portraits exceptionally the war environment, in my opinion, it is overrated because of the american pride.
",-0.4173,0.1779,2018-08-30 00:00:00,6
" The wife enjoyed it too!
",0.5562,0.8476,2018-08-27 00:00:00,8
" Welcome back, Mel
",0.4588,0.9949,2018-08-24 00:00:00,9
" Mel Gibson is a good director
",0.4404,0.9112,2018-08-24 00:00:00,7
" An Amazing Film of One Man's True Story
",0.765,0.8478,2018-08-22 00:00:00,10
" This is the best war movie!!
",0.2225,0.9022,2018-08-16 00:00:00,8
" Just awful . . . an insult to the intelligence
",-0.4939,0.9033,2018-08-16 00:00:00,1
" I've liked the movie
",0.4215,0.5719,2018-08-13 00:00:00,9
" Hacksaw Ridge
",0.0,-0.9748,2018-08-07 00:00:00,9
" Warning spoilers !!
",-0.4559,-0.264,2018-08-05 00:00:00,3
" Mixed feelings...
",0.0,0.1901,2018-08-05 00:00:00,7
" Amazing, magnificent, wonderful, harrowing, beautiful - choose your adjective!
",0.9485,0.9964,2018-08-03 00:00:00,10
" Excellent
",0.5719,0.765,2018-08-03 00:00:00,10
" Faith in humanity restored!
",0.6696,0.9767,2018-08-02 00:00:00,8
" Just cut the rope...
",-0.2732,0.1182,2018-07-31 00:00:00,3
" Epic. Beautiful. Horrific. Moving. Masterful.
",-0.128,0.9979,2018-07-29 00:00:00,10
" A solid emotionally packed war film. Let us learn from the past, for a better tomorrow.
",-0.1027,0.4762,2018-07-28 00:00:00,10
" What a film
",0.0,0.4472,2018-07-20 00:00:00,9
" Intense, heartfelt and brilliantly executed.
",0.8316,0.35,2018-07-19 00:00:00,9
" Favorite movie of all time...
",0.4588,0.7771,2018-07-14 00:00:00,10
" Thank you Mel Gibson for made the amazing movie
",0.743,0.7414,2018-07-10 00:00:00,10
" Vegetarian with alarmingly long neck goes to war ...
",-0.8176,-0.04,2018-07-09 00:00:00,2
" Medic!
",0.0,0.8395,2018-07-09 00:00:00,8
" Mel Gibson's Best Since The Passion Of The Christ.
",0.802,0.9628,2018-07-09 00:00:00,10
" One of the best war films.
",0.0772,0.9576,2018-07-01 00:00:00,9
" Perhaps the greatest war movie ever made.
",0.0772,0.5574,2018-06-27 00:00:00,8
" watch it! watch it!
",0.0,-0.0018,2018-06-08 00:00:00,9
" Saving 75 Lives out there on the war field is nothing less than a miracle.
",-0.7761,-0.9344,2018-06-03 00:00:00,9
" Epic and Powerful
",0.4215,0.9979,2018-06-02 00:00:00,8
" What just happened there?
",0.0,0.9738,2018-05-31 00:00:00,4
" Incredible movie
",0.0,0.872,2018-05-25 00:00:00,10
" A powerful war movie
",-0.2732,-0.9508,2018-05-21 00:00:00,9
" Hello good Movies
",0.4404,-0.9215,2018-05-18 00:00:00,10
" Amazed!!!
",0.6219,0.936,2018-05-18 00:00:00,10
" leaving a deep mark
",0.0,0.8614,2018-05-17 00:00:00,10
" First rate true story
",0.4215,0.995,2018-05-15 00:00:00,9
" One of the best war movies ever.
",0.0772,-0.7566,2018-05-12 00:00:00,9
" Finest War Movie
",-0.5994,-0.5291,2018-05-12 00:00:00,10
" Overhyped Bad Cinema
",-0.5423,0.9016,2018-05-10 00:00:00,5
" One of my favourite war movies to date, and probably one of my favourite movies of all time. Andrew Garfield is Oustanding !!
",-0.6688,0.9805,2018-05-08 00:00:00,10
" Almost a so bad it's good.
",-0.0902,-0.3612,2018-05-07 00:00:00,3
" Amazing story!
",0.6239,-0.7476,2018-05-06 00:00:00,9
" Not just any war movie.
",0.4847,-0.7571,2018-04-30 00:00:00,10
" A masterpiece of filmmaking!
",0.6588,0.8885,2018-04-26 00:00:00,8
" Mel Gibson at his finest
",0.0,0.9777,2018-04-08 00:00:00,9
" Heavy duty action/plots
",0.0,-0.0516,2018-04-06 00:00:00,8
" Quality movie of a true hero
",0.7506,0.8591,2018-04-04 00:00:00,10
" The Hero of War
",-0.0772,0.997,2018-04-02 00:00:00,8
" Great real life story!!!
",0.7163,0.9287,2018-04-01 00:00:00,10
" Damn good film, about great person.
",0.6486,0.8689,2018-03-31 00:00:00,9
" Well done action v. Conviction
",0.2732,0.9837,2018-03-31 00:00:00,7
" A very unique war story
",-0.6344,-0.9763,2018-03-29 00:00:00,7
" Weak and pop film. Directors are getting old.
",-0.4404,-0.9769,2018-03-29 00:00:00,1
" Will you hold it against me if I say ""Hackneyed Ridge?"" Probab;y.
",0.0,0.5464,2018-03-21 00:00:00,5
" Hacksaw Ridge marks a triumphant return for Mel Gibson.
",0.5267,0.9716,2018-03-18 00:00:00,8
" Just when we thought all WW2 stories have been told
",0.0,-0.3506,2018-02-21 00:00:00,10
" Is it really all that different...
",0.0,-0.9213,2018-02-19 00:00:00,1
" That was excellent!!!
",0.6784,0.91,2018-02-14 00:00:00,9
" Nominated for best film oscar ... seriously?
",0.5423,0.4596,2018-02-08 00:00:00,6
" Great film but a question.
",0.3716,-0.0258,2018-02-07 00:00:00,8
" Dear Mel - it was brilliant
",0.7506,0.9666,2018-02-05 00:00:00,10
" A Riveting True Story,
",0.4215,0.9818,2018-02-01 00:00:00,8
" Masterpiece
",0.6249,0.9593,2018-01-30 00:00:00,10
" Probably the worst war movie ever
",-0.8402,0.8863,2018-01-25 00:00:00,4
" A powerful true hero story!
",0.8588,0.7834,2018-01-25 00:00:00,9
" Good movie with a flawed script
",0.4404,0.985,2018-01-24 00:00:00,8
" Masterpiece
",0.6249,0.9538,2018-01-21 00:00:00,8
" Could have been much better
",0.4404,-0.9273,2018-01-17 00:00:00,7
" Outstanding
",0.6124,0.6696,2018-01-10 00:00:00,9
" If You Don't Like This Movie, There Is Something Fundamentally Evil About You - Spoilers!
",-0.7784,0.9895,2018-01-05 00:00:00,10
" Excellent and unique the war film
",-0.0516,0.506,2018-01-02 00:00:00,8
" Urm.... Wow !!!
",0.6884,-0.4821,2017-12-29 00:00:00,9
" Should be shown at SciFi channel!
",0.0,-0.9799,2017-12-29 00:00:00,3
" One of the best movies of 2016! (1st part spoiler free, the 2nd part with spoilers)
",0.8313,0.9992,2017-12-26 00:00:00,10
" Nothing but stunning!
",-0.471,0.9843,2017-12-23 00:00:00,9
" Surprisingly Amazing
",0.7184,0.8975,2017-12-14 00:00:00,10
" A great retelling of an inspiring story
",0.7845,-0.6774,2017-12-14 00:00:00,8
" Powerful drama
",0.4215,0.9687,2017-12-14 00:00:00,8
" Sharknado of War Films
",-0.5994,-0.0102,2017-11-28 00:00:00,3
" Phenomenal - A Genuine Piece of History
",0.0,0.9205,2017-11-27 00:00:00,10
" Over-hyped
",0.0,0.9084,2017-11-27 00:00:00,5
" Outstanding true event!
",0.7959,-0.9339,2017-11-24 00:00:00,8
